+	151	123	1760552559
+	197	17	1760552559
+	155	141	1760552559
+	159	152	1760552559
+	166	2	1760552559
+	102	86	1760552559
+	133	186	1760552559
+	156	25	1760552559
+	188	36	1760552559
+	127	59	1760552559
+	158	155	1760552559
+	104	147	1760552559
+	179	147	1760552559
+	173	153	1760552559
+	150	189	1760552559
+	177	175	1760552559
+	80	47	1760552559
+	72	161	1760552559
+	174	103	1760552559
+	173	169	1760552559
+	156	173	1760552559
+	198	191	1760552559
+	34	123	1760552559
+	199	126	1760552559
+	97	83	1760552559
+	132	162	1760552559
+	102	190	1760552559
+	167	179	1760552559
+	9	190	1760552559
+	173	70	1760552559
+	90	73	1760552559
+	113	164	1760552559
+	106	58	1760552559
+	59	85	1760552559
+	116	66	1760552559
+	88	190	1760552559
+	175	48	1760552559
+	21	105	1760552559
+	99	142	1760552559
+	159	199	1760552559
+	57	40	1760552559
+	87	46	1760552559
+	99	51	1760552559
+	59	119	1760552559
+	178	68	1760552559
+	60	195	1760552559
+	97	94	1760552559
+	131	182	1760552559
+	181	176	1760552559
+	88	9	1760552559
+	130	183	1760552559
+	152	145	1760552559
+	70	154	1760552559
+	181	186	1760552559
+	192	1	1760552559
+	133	137	1760552559
+	39	137	1760552559
+	109	114	1760552559
+	171	157	1760552559
+	111	40	1760552559
+	74	140	1760552559
+	56	55	1760552559
+	113	1	1760552559
+	5	184	1760552559
+	187	197	1760552559
+	153	125	1760552559
+	18	145	1760552559
+	116	80	1760552559
+	197	103	1760552559
+	99	200	1760552559
+	179	146	1760552559
+	113	155	1760552559
+	69	105	1760552559
+	144	152	1760552559
+	180	168	1760552559
+	27	123	1760552559
+	50	11	1760552559
+	45	175	1760552559
+	174	55	1760552559
+	154	163	1760552559
+	74	15	1760552559
+	187	61	1760552559
+	170	197	1760552559
+	77	145	1760552559
+	194	176	1760552559
+	198	185	1760552559
+	164	103	1760552559
+	129	186	1760552559
+	167	18	1760552559
+	39	33	1760552559
+	72	149	1760552559
+	90	92	1760552559
+	147	157	1760552559
+	61	55	1760552559
+	196	187	1760552559
+	72	124	1760552559
+	58	91	1760552559
+	131	174	1760552559
+	60	198	1760552559
+	67	178	1760552559
+	193	186	1760552559
+	84	183	1760552559
+	176	128	1760552559
+	91	66	1760552559
+	84	134	1760552559
+	153	184	1760552559
+	151	119	1760552559
+	154	182	1760552559
+	155	103	1760552559
+	149	148	1760552559
+	65	175	1760552559
+	107	21	1760552559
+	198	138	1760552559
+	171	121	1760552559
+	114	108	1760552559
+	139	198	1760552559
+	173	154	1760552559
+	181	190	1760552559
+	63	5	1760552559
+	168	145	1760552559
+	197	155	1760552559
+	171	32	1760552559
+	149	123	1760552559
+	167	145	1760552559
+	87	136	1760552559
+	180	169	1760552559
+	186	137	1760552559
+	60	191	1760552559
+	179	199	1760552559
+	45	190	1760552559
+	98	108	1760552559
+	92	68	1760552559
+	171	65	1760552559
+	26	183	1760552559
+	156	36	1760552559
+	128	174	1760552559
+	177	93	1760552559
+	75	148	1760552559
+	192	124	1760552559
+	177	44	1760552559
+	81	49	1760552559
+	175	32	1760552559
+	191	193	1760552559
+	60	194	1760552559
+	147	45	1760552559
+	194	190	1760552559
+	173	25	1760552559
+	159	126	1760552559
+	165	89	1760552559
+	48	96	1760552559
+	155	182	1760552559
+	190	189	1760552559
+	68	73	1760552559
+	170	117	1760552559
+	128	98	1760552559
+	189	185	1760552559
+	192	57	1760552559
+	177	112	1760552559
+	143	40	1760552559
+	37	83	1760552559
+	195	139	1760552559
+	69	53	1760552559
+	16	142	1760552559
+	75	149	1760552559
+	176	155	1760552559
+	100	184	1760552559
+	82	83	1760552559
+	163	182	1760552559
+	94	117	1760552559
+	3	169	1760552559
+	162	45	1760552559
+	139	172	1760552559
+	6	15	1760552559
+	162	32	1760552559
+	84	108	1760552559
+	26	153	1760552559
+	61	197	1760552559
+	102	39	1760552559
+	156	125	1760552559
+	196	61	1760552559
+	184	125	1760552559
+	149	124	1760552559
+	127	53	1760552559
+	19	153	1760552559
+	31	108	1760552559
+	147	175	1760552559
+	29	94	1760552559
+	200	142	1760552559
+	166	117	1760552559
+	146	169	1760552559
+	70	125	1760552559
+	43	129	1760552559
+	177	104	1760552559
+	187	128	1760552559
+	23	99	1760552559
+	78	66	1760552559
+	173	36	1760552559
+	90	62	1760552559
+	98	123	1760552559
+	151	192	1760552559
+	51	5	1760552559
+	200	64	1760552559
+	156	70	1760552559
+	188	163	1760552559
+	132	15	1760552559
+	192	49	1760552559
+	196	174	1760552559
+	120	92	1760552559
+	122	1	1760552559
+	100	200	1760552559
+	89	158	1760552559
+	116	78	1760552559
+	30	54	1760552559
+	173	188	1760552559
+	159	162	1760552559
+	176	174	1760552559
+	3	180	1760552559
+	46	161	1760552559
+	172	185	1760552559
+	127	107	1760552559
+	118	200	1760552559
+	153	22	1760552559
+	166	97	1760552559
+	167	146	1760552559
+	23	43	1760552559
+	6	111	1760552559
+	118	64	1760552559
+	169	178	1760552559
+	193	189	1760552559
+	128	149	1760552559
+	81	40	1760552559
+	195	185	1760552559
+	27	124	1760552559
+	172	158	1760552559
+	179	18	1760552559
+	20	149	1760552559
+	106	141	1760552559
+	173	182	1760552559
+	177	65	1760552559
+	186	76	1760552559
+	106	80	1760552559
+	188	137	1760552559
+	23	100	1760552559
+	99	63	1760552559
+	52	124	1760552559
+	53	85	1760552559
+	43	160	1760552559
+	160	64	1760552559
+	133	93	1760552559
+	135	193	1760552559
+	199	169	1760552559
+	135	31	1760552559
+	154	184	1760552559
+	127	96	1760552559
+	174	4	1760552559
+	58	47	1760552559
+	122	57	1760552559
+	118	9	1760552559
+	62	178	1760552559
+	128	148	1760552559
+	195	172	1760552559
+	20	125	1760552559
+	3	146	1760552559
+	89	161	1760552559
+	94	178	1760552559
+	164	197	1760552559
+	192	148	1760552559
+	156	183	1760552559
+	97	95	1760552559
+	24	134	1760552559
+	81	111	1760552559
+	33	140	1760552559
+	158	140	1760552559
+	139	193	1760552559
+	109	134	1760552559
+	166	170	1760552559
+	28	108	1760552559
+	134	108	1760552559
+	15	49	1760552559
+	94	95	1760552559
+	131	155	1760552559
+	160	190	1760552559
+	157	175	1760552559
+	159	144	1760552559
+	151	148	1760552559
+	136	161	1760552559
+	187	191	1760552559
+	47	91	1760552559
+	118	137	1760552559
+	167	199	1760552559
+	100	31	1760552559
+	107	48	1760552559
+	99	54	1760552559
+	199	45	1760552559
+	87	160	1760552559
+	113	131	1760552559
+	187	174	1760552559
+	198	172	1760552559
+	62	120	1760552559
+	115	83	1760552559
+	109	17	1760552559
+	87	161	1760552559
+	106	35	1760552559
+	100	5	1760552559
+	146	190	1760552559
+	9	137	1760552559
+	192	149	1760552559
+	173	125	1760552559
+	23	142	1760552559
+	113	158	1760552559
+	165	8	1760552559
+	196	55	1760552559
+	26	188	1760552559
+	84	109	1760552559
+	183	154	1760552559
+	11	120	1760552559
+	179	77	1760552559
+	198	184	1760552559
+	118	86	1760552559
+	172	189	1760552559
+	73	12	1760552559
+	115	37	1760552559
+	36	154	1760552559
+	144	24	1760552559
+	162	199	1760552559
+	192	41	1760552559
+	102	93	1760552559
+	24	108	1760552559
+	151	4	1760552559
+	196	155	1760552559
+	104	157	1760552559
+	148	124	1760552559
+	43	137	1760552559
+	193	190	1760552559
+	170	95	1760552559
+	138	174	1760552559
+	2	54	1760552559
+	59	105	1760552559
+	166	37	1760552559
+	89	76	1760552559
+	75	27	1760552559
+	135	24	1760552559
+	101	185	1760552559
+	199	157	1760552559
+	114	163	1760552559
+	180	126	1760552559
+	52	27	1760552559
+	156	182	1760552559
+	52	149	1760552559
+	127	21	1760552559
+	8	140	1760552559
+	147	44	1760552559
+	151	98	1760552559
+	34	124	1760552559
+	96	105	1760552559
+	43	186	1760552559
+	186	64	1760552559
+	8	136	1760552559
+	183	25	1760552559
+	192	98	1760552559
+	67	117	1760552559
+	44	157	1760552559
+	110	1	1760552559
+	49	185	1760552559
+	127	85	1760552559
+	194	82	1760552559
+	171	104	1760552559
+	138	185	1760552559
+	165	136	1760552559
+	82	189	1760552559
+	79	164	1760552559
+	110	143	1760552559
+	151	124	1760552559
+	107	69	1760552559
+	196	182	1760552559
+	52	192	1760552559
+	61	164	1760552559
+	198	193	1760552559
+	28	163	1760552559
+	163	134	1760552559
+	113	176	1760552559
+	176	193	1760552559
+	66	141	1760552559
+	177	101	1760552559
+	179	169	1760552559
+	126	152	1760552559
+	14	168	1760552559
+	165	33	1760552559
+	10	135	1760552559
+	82	185	1760552559
+	167	168	1760552559
+	133	190	1760552559
+	165	166	1760552559
+	107	174	1760552559
+	122	143	1760552559
+	77	180	1760552559
+	10	28	1760552559
+	10	134	1760552559
+	112	162	1760552559
+	18	169	1760552559
+	84	42	1760552559
+	142	5	1760552559
+	106	200	1760552559
+	171	172	1760552559
+	175	101	1760552559
+	139	191	1760552559
+	180	146	1760552559
+	131	186	1760552559
+	47	141	1760552559
+	60	189	1760552559
+	114	89	1760552559
+	130	163	1760552559
+	151	149	1760552559
+	118	129	1760552559
+	74	80	1760552559
+	181	193	1760552559
+	106	116	1760552559
+	171	175	1760552559
+	165	12	1760552559
+	144	146	1760552559
+	13	76	1760552559
+	35	116	1760552559
+	71	174	1760552559
+	151	128	1760552559
+	42	134	1760552559
+	97	115	1760552559
+	176	124	1760552559
+	194	101	1760552559
+	179	180	1760552559
+	171	44	1760552559
+	35	58	1760552559
+	165	114	1760552559
+	92	73	1760552559
+	183	163	1760552559
+	100	51	1760552559
+	70	11	1760552559
+	196	79	1760552559
+	110	81	1760552559
+	31	134	1760552559
+	191	190	1760552559
+	98	148	1760552559
+	97	41	1760552559
+	44	175	1760552559
+	156	153	1760552559
+	198	186	1760552559
+	192	123	1760552559
+	147	162	1760552559
+	97	178	1760552559
+	171	112	1760552559
+	124	123	1760552559
+	192	20	1760552559
+	180	66	1760552559
+	91	141	1760552559
+	152	14	1760552559
+	181	182	1760552559
+	167	152	1760552559
+	197	174	1760552559
+	122	81	1760552559
+	106	74	1760552559
+	151	27	1760552559
+	157	65	1760552559
+	115	181	1760552559
+	164	4	1760552559
+	159	168	1760552559
+	127	139	1760552559
+	170	94	1760552559
+	50	120	1760552559
+	127	69	1760552559
+	179	3	1760552559
+	200	5	1760552559
+	164	128	1760552559
+	21	85	1760552559
+	194	150	1760552559
+	68	38	1760552559
+	27	148	1760552559
+	112	195	1760552559
+	132	171	1760552559
+	150	185	1760552559
+	129	137	1760552559
+	200	160	1760552559
+	195	198	1760552559
+	166	94	1760552559
+	196	126	1760552559
+	6	81	1760552559
+	52	148	1760552559
+	195	186	1760552559
+	197	138	1760552559
+	179	144	1760552559
+	58	141	1760552559
+	41	49	1760552559
+	157	101	1760552559
+	33	161	1760552559
+	183	70	1760552559
+	15	141	1760552559
+	187	79	1760552559
+	126	146	1760552559
+	174	155	1760552559
+	186	160	1760552559
+	173	184	1760552559
+	135	71	1760552559
+	88	137	1760552559
+	102	200	1760552559
+	159	146	1760552559
+	109	163	1760552559
+	132	157	1760552559
+	176	197	1760552559
+	177	32	1760552559
+	67	37	1760552559
+	57	143	1760552559
+	19	183	1760552559
+	22	154	1760552559
+	193	7	1760552559
+	39	200	1760552559
+	136	140	1760552559
+	35	141	1760552559
+	187	176	1760552559
+	196	131	1760552559
+	177	148	1760552559
+	181	198	1760552559
+	161	12	1760552559
+	130	188	1760552559
+	156	157	1760552559
+	144	168	1760552559
+	195	193	1760552559
+	96	117	1760552559
+	186	185	1760552559
+	135	42	1760552559
+	62	92	1760552559
+	130	19	1760552559
+	35	78	1760552559
+	112	157	1760552559
+	132	101	1760552559
+	75	151	1760552559
+	77	184	1760552559
+	130	153	1760552559
+	29	96	1760552559
+	77	168	1760552559
+	181	172	1760552559
+	21	103	1760552559
+	197	55	1760552559
+	95	178	1760552559
+	130	182	1760552559
+	127	48	1760552559
+	6	143	1760552559
+	191	189	1760552559
+	107	53	1760552559
+	169	168	1760552559
+	52	123	1760552559
+	162	121	1760552559
+	19	154	1760552559
+	2	178	1760552559
+	100	142	1760552559
+	127	105	1760552559
+	195	189	1760552559
+	120	68	1760552559
+	152	168	1760552559
+	139	185	1760552559
+	76	140	1760552559
+	148	123	1760552559
+	143	1	1760552559
+	135	108	1760552559
+	193	185	1760552559
+	192	143	1760552559
+	173	183	1760552559
+	6	192	1760552559
+	111	1	1760552559
+	132	65	1760552559
+	21	119	1760552559
+	191	186	1760552559
+	194	172	1760552559
+	162	65	1760552559
+	187	56	1760552559
+	93	200	1760552559
+	188	154	1760552559
+	171	162	1760552559
+	19	173	1760552559
+	10	17	1760552559
+	126	169	1760552559
+	136	46	1760552559
+	165	158	1760552559
+	106	66	1760552559
+	170	83	1760552559
+	112	147	1760552559
+	196	4	1760552559
+	143	111	1760552559
+	165	200	1760552559
+	130	173	1760552559
+	167	180	1760552559
+	60	102	1760552559
+	89	136	1760552559
+	196	103	1760552559
+	112	121	1760552559
+	142	184	1760552559
+	165	87	1760552559
+	62	73	1760552559
+	50	164	1760552559
+	180	18	1760552559
+	44	149	1760552559
+	16	117	1760552559
+	176	64	1760552559
+	86	39	1760552559
+	180	145	1760552559
+	167	169	1760552559
+	176	103	1760552559
+	178	38	1760552559
+	50	73	1760552559
+	50	178	1760552559
+	151	34	1760552559
+	84	135	1760552559
+	191	138	1760552559
+	126	168	1760552559
+	180	152	1760552559
+	72	148	1760552559
+	179	152	1760552559
+	198	189	1760552559
+	166	115	1760552559
+	167	77	1760552559
+	156	154	1760552559
+	162	157	1760552559
+	187	158	1760552559
+	177	121	1760552559
+	69	134	1760552559
+	75	168	1760552559
+	90	38	1760552559
+	116	47	1760552559
+	167	3	1760552559
+	29	95	1760552559
+	110	57	1760552559
+	181	139	1760552559
+	2	117	1760552559
+	152	169	1760552559
+	133	86	1760552559
+	194	189	1760552559
+	112	175	1760552559
+	187	155	1760552559
+	131	197	1760552559
+	198	7	1760552559
+	56	155	1760552559
+	95	117	1760552559
+	143	41	1760552559
+	177	171	1760552559
+	9	150	1760552559
+	165	161	1760552559
+	88	162	1760552559
+	110	111	1760552559
+	190	185	1760552559
+	147	121	1760552559
+	130	156	1760552559
+	152	146	1760552559
+	179	14	1760552559
+	131	164	1760552559
+	16	54	1760552559
+	78	141	1760552559
+	20	158	1760552559
+	77	169	1760552559
+	30	160	1760552559
+	187	55	1760552559
+	183	36	1760552559
+	115	94	1760552559
+	58	31	1760552559
+	102	129	1760552559
+	135	28	1760552559
+	115	41	1760552559
+	60	193	1760552559
+	61	174	1760552559
+	135	134	1760552559
+	173	163	1760552559
+	113	197	1760552559
+	109	135	1760552559
+	170	96	1760552559
+	110	122	1760552559
+	118	93	1760552559
+	187	164	1760552559
+	188	182	1760552559
+	127	119	1760552559
+	142	51	1760552559
+	158	4	1760552559
+	56	164	1760552559
+	144	169	1760552559
+	53	48	1760552559
+	74	47	1760552559
+	190	64	1760552559
+	43	190	1760552559
+	177	157	1760552559
+	200	54	1760552559
+	199	105	1760552559
+	173	175	1760552559
+	56	197	1760552559
+	147	32	1760552559
+	9	93	1760552559
+	170	67	1760552559
+	120	38	1760552559
+	142	54	1760552559
+	67	83	1760552559
+	195	7	1760552559
+	86	129	1760552559
+	180	144	1760552559
+	166	96	1760552559
+	195	190	1760552559
+	133	118	1760552559
+	192	111	1760552559
+	99	100	1760552559
+	107	119	1760552559
+	140	12	1760552559
+	86	200	1760552559
+	92	178	1760552559
+	177	162	1760552559
+	50	68	1760552559
+	88	93	1760552559
+	120	73	1760552559
+	16	100	1760552559
+	102	118	1760552559
+	81	143	1760552559
+	196	164	1760552559
+	42	163	1760552559
+	149	98	1760552559
+	109	189	1760552559
+	34	148	1760552559
+	150	139	1760552559
+	183	184	1760552559
+	54	184	1760552559
+	196	171	1760552559
+	8	161	1760552559
+	80	78	1760552559
+	176	185	1760552559
+	194	198	1760552559
+	194	7	1760552559
+	61	63	1760552559
+	181	150	1760552559
+	164	155	1760552559
+	30	142	1760552559
+	144	126	1760552559
+	188	25	1760552559
+	16	184	1760552559
+	30	63	1760552559
+	86	186	1760552559
+	130	184	1760552559
+	171	45	1760552559
+	121	175	1760552559
+	198	190	1760552559
+	159	169	1760552559
+	28	71	1760552559
+	71	134	1760552559
+	78	138	1760552559
+	165	76	1760552559
+	99	30	1760552559
+	116	180	1760552559
+	90	68	1760552559
+	121	32	1760552559
+	150	191	1760552559
+	97	117	1760552559
+	158	12	1760552559
+	87	13	1760552559
+	194	128	1760552559
+	181	7	1760552559
+	183	188	1760552559
+	157	191	1760552559
+	26	198	1760638959
+	58	27	1760638959
+	35	190	1760638959
+	26	172	1760638959
+	35	39	1760638959
+	196	124	1760638959
+	48	105	1760638959
+	140	123	1760638959
+	6	164	1760638959
+	126	161	1760638959
+	6	178	1760638959
+	88	185	1760638959
+	110	49	1760638959
+	132	125	1760638959
+	162	125	1760638959
+	173	22	1760638959
+	109	28	1760638959
+	102	64	1760638959
+	106	86	1760638959
+	84	195	1760638959
+	135	163	1760638959
+	104	164	1760638959
+	99	16	1760638959
+	104	121	1760638959
+	88	86	1760638959
+	162	160	1760638959
+	116	41	1760638959
+	118	155	1760638959
+	149	55	1760638959
+	177	190	1760638959
+	6	92	1760638959
+	65	105	1760638959
+	90	57	1760638959
+	58	78	1760638959
+	29	83	1760638959
+	127	95	1760638959
+	60	187	1760638959
+	199	140	1760638959
+	159	123	1760638959
+	118	124	1760638959
+	42	108	1760638959
+	23	178	1760638959
+	34	174	1760638959
+	159	193	1760638959
+	100	63	1760638959
+	17	134	1760638959
+	98	31	1760638959
+	159	77	1760638959
+	56	151	1760638959
+	81	73	1760638959
+	59	107	1760638959
+	44	121	1760638959
+	193	184	1760638959
+	132	199	1760638959
+	9	200	1760638959
+	46	32	1760638959
+	110	120	1760638959
+	20	96	1760638959
+	52	75	1760638959
+	166	127	1760638959
+	45	149	1760638959
+	194	154	1760638959
+	192	68	1760638959
+	13	12	1760638959
+	89	175	1760638959
+	93	160	1760638959
+	112	65	1760638959
+	151	174	1760638959
+	11	111	1760638959
+	186	172	1760638959
+	35	129	1760638959
+	166	148	1760638959
+	139	33	1760638959
+	17	190	1760638959
+	88	71	1760638959
+	129	151	1760638959
+	131	55	1760638959
+	10	108	1760638959
+	118	174	1760638959
+	113	61	1760638959
+	131	124	1760638959
+	109	108	1760638959
+	115	172	1760638959
+	174	148	1760638959
+	129	117	1760638959
+	118	151	1760638959
+	45	125	1760638959
+	132	146	1760638959
+	147	101	1760638959
+	35	93	1760638959
+	196	20	1760638959
+	179	176	1760638959
+	143	142	1760638959
+	94	2	1760638959
+	3	140	1760638959
+	106	46	1760638959
+	80	66	1760638959
+	33	158	1760638959
+	140	145	1760638959
+	147	125	1760638959
+	127	128	1760638959
+	11	1	1760638959
+	181	101	1760638959
+	62	192	1760638959
+	191	168	1760638959
+	190	117	1760638959
+	43	174	1760638959
+	197	4	1760638959
+	118	197	1760638959
+	75	197	1760638959
+	102	117	1760638959
+	200	186	1760638959
+	106	160	1760638959
+	26	189	1760638959
+	143	32	1760638959
+	16	63	1760638959
+	115	189	1760638959
+	197	94	1760638959
+	79	149	1760638959
+	118	176	1760638959
+	111	12	1760638959
+	138	148	1760638959
+	177	200	1760638959
+	130	25	1760638959
+	87	76	1760638959
+	109	42	1760638959
+	81	103	1760638959
+	71	160	1760638959
+	110	92	1760638959
+	156	192	1760638959
+	176	191	1760638959
+	122	178	1760638959
+	50	143	1760638959
+	165	28	1760638959
+	164	81	1760638959
+	86	117	1760638959
+	163	125	1760638959
+	128	182	1760638959
+	57	73	1760638959
+	170	172	1760638959
+	113	192	1760638959
+	196	128	1760638959
+	43	117	1760638959
+	75	138	1760638959
+	98	182	1760638959
+	127	37	1760638959
+	153	154	1760638959
+	102	135	1760638959
+	164	158	1760638959
+	56	4	1760638959
+	184	182	1760638959
+	122	186	1760638959
+	126	140	1760638959
+	61	149	1760638959
+	137	64	1760638959
+	112	125	1760638959
+	10	24	1760638959
+	177	125	1760638959
+	187	138	1760638959
+	196	73	1760638959
+	77	83	1760638959
+	159	4	1760638959
+	79	63	1760638959
+	139	157	1760638959
+	164	92	1760638959
+	51	184	1760638959
+	112	48	1760638959
+	196	192	1760638959
+	69	96	1760638959
+	30	108	1760638959
+	164	40	1760638959
+	71	117	1760638959
+	131	72	1760638959
+	183	145	1760638959
+	50	131	1760638959
+	187	192	1760638959
+	118	182	1760638959
+	114	28	1760638959
+	114	134	1760638959
+	138	184	1760638959
+	143	103	1760638959
+	122	62	1760638959
+	57	92	1760638959
+	26	173	1760638959
+	94	41	1760638959
+	151	55	1760638959
+	70	61	1760638959
+	153	182	1760638959
+	164	143	1760638959
+	152	123	1760638959
+	43	93	1760638959
+	81	38	1760638959
+	77	144	1760638959
+	162	101	1760638959
+	118	173	1760638959
+	29	127	1760638959
+	61	128	1760638959
+	190	92	1760638959
+	62	32	1760638959
+	80	27	1760638959
+	164	57	1760638959
+	196	149	1760638959
+	23	87	1760638959
+	149	182	1760638959
+	136	12	1760638959
+	74	66	1760638959
+	17	160	1760638959
+	71	137	1760638959
+	167	140	1760638959
+	34	55	1760638959
+	192	178	1760638959
+	50	57	1760638959
+	72	189	1760638959
+	165	169	1760638959
+	15	95	1760638959
+	176	150	1760638959
+	31	163	1760638959
+	74	82	1760638959
+	22	21	1760638959
+	104	112	1760638959
+	88	186	1760638959
+	156	19	1760638959
+	115	193	1760638959
+	197	149	1760638959
+	162	44	1760638959
+	23	94	1760638959
+	79	151	1760638959
+	168	123	1760638959
+	45	157	1760638959
+	16	30	1760638959
+	63	184	1760638959
+	90	1	1760638959
+	118	148	1760638959
+	106	186	1760638959
+	171	116	1760638959
+	58	41	1760638959
+	177	146	1760638959
+	180	123	1760638959
+	176	78	1760638959
+	112	146	1760638959
+	127	83	1760638959
+	27	141	1760638959
+	188	199	1760638959
+	99	5	1760638959
+	182	141	1760638959
+	97	67	1760638959
+	194	115	1760638959
